iteration,per_component_var_mean,estimator_variance_l2,grad_mean_norm,grad_norm_mean,grad_norm_std,snr,loss_mean,utility_mean,utility_std_mean,wealth_mean,repeats
25.0,0.0013673048901559496,28.095982497076122,0.551006119144701,5.250611227922792,0.9160036024046575,0.010806090990642527,-57.89740824437403,-0.9481408140360683,0.33047876650836727,1.1289985908037752,100.0
50.0,0.0009534139077976784,19.591168479546127,0.5172501881942302,4.327087701421171,1.0707442238328733,0.013656549249030035,-16.805497497747588,-0.9198487123236467,0.33697235349596677,1.1675875470860158,100.0
100.0,0.001087924617183758,22.355153720723425,0.4270681092507989,4.65700410494168,0.9265193131256211,0.008158618465234609,-11.197734225942595,-0.8732742424432771,0.23109886038620597,1.2314761524260753,100.0
150.0,0.0009001634822327309,18.49695530485034,0.42642775040512554,4.250673011005679,0.7853294262609424,0.009830840985375205,-8.338326843373842,-0.8548179074767294,0.21936355022245776,1.255966352731374,100.0
200.0,0.000602244580855912,12.375186635042859,0.48485601315803367,3.4894472989584915,0.662128139456592,0.018996509743926717,-3.5560837252572486,-0.8656487401092066,0.17261520612502138,1.2087403153104155,100.0
250.0,0.0007290288489400498,14.98040556071368,0.43383578868667994,3.795327413133269,0.8785369376907736,0.01256397837712659,-0.976799232267911,-0.8582843642795936,0.19974897465092145,1.2376682286000733,100.0
300.0,0.0009026393053336861,18.54782960729093,0.41283833471647247,4.198592603110168,1.049331317145549,0.00918897219890752,-2.9254256976714426,-0.8253744645258847,0.23641207785405374,1.3241667679182347,100.0
350.0,0.00177990983833228,36.574370518380555,0.6416017762752012,5.884334976931765,1.54417289715909,0.011255226911222329,-6.476213763137293,-0.825856535956393,0.2315434542035535,1.315964862961992,100.0
400.0,0.0028492845292936355,58.54835219311851,1.059808276169363,7.456289741111135,2.0289045339879315,0.019184034053294698,-11.333206312678358,-0.838517087013291,0.2074284243176891,1.2700119126187885,100.0
450.0,0.002705219361075193,55.58803772789193,0.5604567864102915,7.213152900760208,1.9777997078632907,0.0056507087185008135,6.648074629282097,-0.8335817625769896,0.20422011442606564,1.2775325985116002,100.0
500.0,0.0034495314226565925,70.88248946657365,0.4785668007538686,8.227874964622282,1.8568979280105333,0.003231068554551767,-4.343016841613741,-0.8325059649181555,0.20832619366820782,1.281446680177882,100.0
