n_weeks,total_gross_return,sharpe_annualized,max_drawdown,win_rate,avg_turnover_frac,method
313.0,1.4324422149448996,0.7515091806682226,0.2547727673826288,0.5846645367412141,0.0048671405783737055,vanilla_pg
313.0,1.5065301863791207,0.6801838777784162,0.3782163999267124,0.5463258785942492,0.0066985474227496825,pg_loo
313.0,1.289296496967395,0.5960390069535383,0.4452830823301067,0.549520766773163,0.005041727265879264,actor_critic
313.0,0.8174322672680765,0.47775054863034944,0.29557486291593893,0.5399361022364217,0.004746296703262317,belief_aware_actor_critic
313.0,0.8918837630650274,0.4869194976487566,0.46226103197260093,0.5591054313099042,0.005786570359678926,hindsight_training
313.0,0.8869933521029021,0.6045405140521836,0.2564521465517412,0.5942492012779552,0.0031790031598749806,equal_weight_1N
